Loss_Di,Loss_Dv,Loss_Gi,Loss_Gv,Di_real_mean,Di_fake_mean,Dv_real_mean,Dv_fake_mean
0.6830,0.3312,5.8270,9.4493,0.9564,0.2461,0.9284,0.0000
0.8296,0.3262,5.3496,8.3550,0.4569,0.0031,0.9088,0.0001
0.3520,0.3325,6.0604,8.8639,0.9414,0.0020,0.8868,0.0001
0.5137,0.3294,4.8331,10.6951,0.7211,0.0028,0.8707,0.0000
0.9656,0.3305,3.8526,8.9362,0.5540,0.0036,0.8941,0.0001
0.4408,0.3297,2.3259,7.2812,0.9129,0.0764,0.9011,0.0003
0.4175,0.4027,4.4186,7.0529,0.9568,0.0420,0.7443,0.0002
0.5866,0.3612,3.0524,8.5946,0.9554,0.1666,0.9572,0.0001
0.3932,0.3662,4.8364,7.3729,0.7879,0.0062,0.9639,0.0003
0.5255,0.3441,3.4778,6.8154,0.9695,0.1083,0.9437,0.0006
0.5920,0.3417,3.3890,5.8669,0.7826,0.0763,0.8707,0.0016
0.4873,0.3330,4.3114,6.6439,0.9817,0.0394,0.9054,0.0007
0.3507,0.3260,4.7272,7.2293,0.8455,0.0124,0.9032,0.0004
0.8459,0.3528,2.4050,6.9273,0.4371,0.0117,0.9289,0.0006
0.6129,0.3339,2.4911,8.0441,0.9488,0.2061,0.8965,0.0002
0.5588,0.3301,3.0435,6.8564,0.8206,0.1289,0.9232,0.0007
0.5069,0.3449,3.8469,10.9233,0.6982,0.0180,0.9076,0.0000
0.6609,0.3286,2.9541,8.1290,0.8560,0.2639,0.8737,0.0001
0.3784,0.3310,3.9905,9.7453,0.9061,0.0417,0.9026,0.0000
0.5080,0.3410,5.2765,7.2496,0.6675,0.0024,0.8427,0.0003
0.4422,0.3481,3.5559,7.9133,0.9688,0.0330,0.8248,0.0002
0.4125,0.3512,3.4610,7.3942,0.9364,0.0615,0.9382,0.0003
0.3973,0.3458,5.1155,8.0391,0.9659,0.0131,0.9464,0.0002
0.4182,0.3476,3.8514,8.0671,0.9326,0.0776,0.8669,0.0002
1.8880,0.3287,1.1129,6.7581,0.2280,0.0427,0.9054,0.0006
0.7565,0.3529,3.0104,9.0469,0.9938,0.1282,0.9525,0.0001
1.3299,0.3585,3.7721,8.3550,0.8329,0.6137,0.9478,0.0001
0.3750,0.3484,4.8401,6.0037,0.8661,0.0389,0.8840,0.0016
0.4800,0.3463,4.6909,9.0332,0.7222,0.0094,0.8434,0.0000
1.2645,0.3329,2.8135,7.3201,0.2563,0.0079,0.8627,0.0003
0.6584,0.3261,1.7505,6.7718,0.9761,0.1919,0.8966,0.0006
1.0944,0.3443,2.9998,6.9939,0.9790,0.4616,0.9471,0.0008
0.5212,0.3333,5.1433,6.9525,0.6288,0.0040,0.9270,0.0005
0.4319,0.3353,3.9793,6.5739,0.7319,0.0093,0.8864,0.0007
0.8144,0.3385,3.2899,6.8708,0.9726,0.3009,0.9196,0.0006
0.4530,0.3336,4.5378,5.2290,0.8411,0.0455,0.9203,0.0038
0.5459,0.4076,4.7812,5.4221,0.7219,0.0058,0.7578,0.0029
0.4099,0.3388,4.1591,6.1253,0.8436,0.0108,0.9289,0.0021
0.5061,0.3458,4.2059,8.7680,0.9799,0.0153,0.9453,0.0001
0.4218,0.3365,4.3344,7.5816,0.8450,0.0598,0.9190,0.0005
0.4057,0.3419,3.9276,6.9178,0.9569,0.0452,0.8791,0.0005
0.3777,0.3271,3.9643,7.1995,0.9183,0.0318,0.9154,0.0004
1.7790,0.4473,1.7110,6.3191,0.1617,0.0050,0.6994,0.0002
1.3752,0.3395,3.2253,5.2277,0.9906,0.4421,0.8911,0.0017
0.5601,0.3964,3.7581,5.2792,0.7113,0.0698,0.9719,0.0098
0.4713,0.3861,3.3981,7.2851,0.7631,0.0654,0.9717,0.0004
1.0253,0.3345,6.6159,6.3481,0.8584,0.4595,0.9215,0.0018
0.9871,0.3479,5.6953,9.7354,0.5644,0.0011,0.9378,0.0001
0.5565,0.3610,4.4932,9.0326,0.8008,0.0039,0.8191,0.0001
0.4488,0.3332,3.7304,7.8176,0.8493,0.0165,0.9208,0.0002
0.4481,0.3507,3.2446,9.2116,0.9740,0.0537,0.9191,0.0001
0.6550,0.3264,4.0440,8.9071,0.9837,0.1866,0.9017,0.0001
0.3640,0.3308,5.0005,8.5084,0.8514,0.0127,0.8912,0.0002
0.3988,0.3274,5.3158,6.8868,0.9603,0.0064,0.9141,0.0005
0.3917,0.3931,4.2768,4.0887,0.8095,0.0099,0.9353,0.0349
0.3571,0.3312,4.4750,6.7947,0.8234,0.0067,0.8690,0.0010
0.3572,0.3287,4.1072,7.1147,0.8784,0.0157,0.9125,0.0006
0.4535,0.3507,3.8627,7.4229,0.9770,0.0254,0.8304,0.0002
0.4529,0.3302,4.8299,5.4577,0.9581,0.0145,0.9075,0.0029
0.4002,0.3549,4.6499,4.5370,0.8092,0.0094,0.9472,0.0107
0.6944,0.3559,3.8847,6.6285,0.5432,0.0021,0.9379,0.0012
0.5074,0.3302,2.8239,6.6291,0.9332,0.1362,0.8905,0.0008
0.4707,0.3328,3.9692,7.5407,0.9570,0.0824,0.8780,0.0003
0.3779,0.3361,4.3605,4.5466,0.9437,0.0192,0.8913,0.0073
0.6025,0.3528,2.7766,5.2690,0.6654,0.0622,0.8253,0.0023
0.4315,0.3354,3.7228,6.5765,0.7908,0.0178,0.9351,0.0011
1.2883,0.3295,0.4857,8.0822,0.2694,0.0715,0.8981,0.0002
2.4466,0.3330,3.8294,5.2972,0.9991,0.8076,0.9171,0.0040
0.4295,0.3287,6.3909,5.6739,0.9134,0.0270,0.9005,0.0029
0.3992,0.3329,7.5392,9.5743,0.9124,0.0023,0.8718,0.0000
0.3671,0.3592,7.4096,5.0708,0.9289,0.0008,0.8604,0.0228
0.3493,0.5543,6.7112,10.4454,0.8828,0.0009,0.8893,0.1970
0.6981,0.6286,5.7584,9.1366,0.6182,0.0018,0.5778,0.0000
0.5420,0.3485,3.0642,6.0427,0.9705,0.1311,0.8284,0.0003
0.3874,0.3590,4.6687,5.0722,0.9477,0.0156,0.9563,0.0043
0.3641,0.3575,4.3404,7.8738,0.9000,0.0182,0.9583,0.0003
0.3473,0.3943,5.7299,8.8129,0.9470,0.0029,0.9755,0.0001
0.4526,0.3650,3.5953,9.5101,0.9671,0.0483,0.9225,0.0000
0.4059,0.3300,3.5028,8.1239,0.8110,0.0340,0.8713,0.0002
0.3326,0.3356,7.0381,8.8727,0.8859,0.0005,0.9279,0.0001
0.4101,0.3323,3.8107,12.1957,0.9069,0.0208,0.9285,0.0000
0.4017,0.3401,3.1331,9.2789,0.8452,0.0431,0.8475,0.0001
0.5578,0.3327,4.1134,10.1422,0.6450,0.0091,0.8656,0.0000
0.9618,0.3514,1.6743,6.6454,0.6725,0.2269,0.8265,0.0004
0.5233,0.3334,3.4502,8.0615,0.9654,0.1213,0.9095,0.0001
0.4744,0.3541,3.5177,7.6396,0.7728,0.0851,0.9517,0.0004
0.4371,0.3355,4.3672,7.9633,0.8198,0.0118,0.9257,0.0002
0.5241,0.3324,3.2026,7.8549,0.9573,0.0891,0.8672,0.0002
0.4039,0.3299,4.4678,6.3344,0.9238,0.0237,0.9015,0.0012
0.3587,0.3492,7.4344,5.0033,0.9492,0.0012,0.8634,0.0054
0.6402,0.3352,6.6350,6.2640,0.5350,0.0002,0.8999,0.0013
0.3955,0.3449,5.1881,8.5363,0.8790,0.0020,0.8860,0.0001
0.3900,0.3691,3.6453,6.4773,0.7899,0.0141,0.9631,0.0025
0.4556,0.3269,2.7637,7.1564,0.8974,0.0734,0.8953,0.0006
0.6070,0.3291,3.8780,9.0765,0.9388,0.2120,0.9170,0.0001
0.3833,0.3261,4.5698,10.3683,0.8075,0.0219,0.9104,0.0000
0.6777,0.3369,2.3294,10.2270,0.6080,0.0590,0.8557,0.0000
0.4895,0.3263,2.3335,8.9174,0.7233,0.0452,0.8992,0.0001
1.1775,0.3370,0.8783,9.5349,0.4128,0.2219,0.8751,0.0000
1.2437,0.3350,3.2719,8.9380,0.9921,0.5036,0.9335,0.0001
0.4366,0.3630,3.8660,5.8600,0.7772,0.0401,0.9085,0.0023
0.3551,0.3402,5.4580,7.3260,0.8955,0.0064,0.8715,0.0003
0.3438,0.3259,4.3882,10.2188,0.9192,0.0144,0.9003,0.0000
0.3999,0.3376,4.2383,9.4363,0.9631,0.0266,0.8960,0.0000
0.3653,0.3314,4.1405,7.0134,0.8838,0.0212,0.9288,0.0007
0.4490,0.3696,3.4525,8.4699,0.7807,0.0324,0.8483,0.0001
0.3914,0.3341,3.6270,7.9806,0.9462,0.0428,0.8646,0.0001
0.5060,0.3621,3.3839,9.7905,0.8957,0.1034,0.9358,0.0000
0.4164,0.3365,4.0518,7.9906,0.8559,0.0411,0.8835,0.0002
0.7554,0.3276,4.2890,7.0676,0.5716,0.0033,0.8902,0.0005
0.4350,0.3305,2.4513,10.4724,0.7981,0.0493,0.9138,0.0000
0.5055,0.3655,2.7226,9.0319,0.9153,0.1134,0.8670,0.0001
0.4512,0.3434,4.0411,8.2052,0.9773,0.0398,0.9355,0.0002
0.5031,0.3424,3.4500,6.0107,0.7114,0.0467,0.9029,0.0020
0.4544,0.3385,3.3732,10.4317,0.9613,0.0615,0.9166,0.0000
0.6658,0.3414,2.8990,11.2383,0.6929,0.1839,0.9453,0.0000
0.4981,0.3266,3.5514,10.3605,0.8740,0.1376,0.9070,0.0000
3.2313,0.3279,0.6351,9.9450,0.0331,0.0194,0.8786,0.0000
0.7587,0.3307,2.2201,8.0083,0.9823,0.2606,0.9018,0.0001
0.3997,0.3311,4.0597,8.2687,0.9160,0.0375,0.8757,0.0001
0.6250,0.3300,3.6190,8.5685,0.9938,0.0910,0.8934,0.0001
0.4550,0.3330,3.8653,6.2696,0.8981,0.0354,0.8884,0.0013
0.5007,0.3297,4.4270,9.8291,0.9910,0.0214,0.9131,0.0000
0.4020,0.3345,4.1740,7.9649,0.8717,0.0156,0.8941,0.0002
0.3722,0.3416,4.0935,5.2911,0.8999,0.0257,0.8614,0.0048
0.6950,0.3412,2.2730,8.6441,0.5660,0.0323,0.9429,0.0001
0.5172,0.3321,3.7846,6.6906,0.9836,0.0190,0.8695,0.0008
0.6061,0.3357,2.3617,6.9614,0.7472,0.1673,0.9131,0.0006
0.5821,0.3295,3.0331,6.3897,0.7554,0.1025,0.9166,0.0019
0.4246,0.3268,4.8079,7.0024,0.8755,0.0097,0.9047,0.0006
0.3989,0.3315,4.3955,7.2652,0.9494,0.0141,0.8803,0.0004
0.8324,0.3802,4.9710,5.6254,0.5764,0.0020,0.7961,0.0003
0.4868,0.5979,3.3243,11.4644,0.9391,0.0785,0.9454,0.2239
0.3955,0.6144,3.9128,4.0128,0.9376,0.0401,0.5583,0.0000
0.4199,0.4597,3.8912,7.7349,0.9630,0.0466,0.9483,0.1066
0.4646,0.3492,3.4553,11.5316,0.7685,0.0287,0.9448,0.0000
0.7276,0.3691,1.5172,10.9143,0.5774,0.0893,0.7901,0.0000
0.9509,0.3460,4.8075,11.3911,0.9793,0.3680,0.9361,0.0000
0.4020,0.3321,5.9862,11.0364,0.8276,0.0092,0.9147,0.0000
0.3784,0.3355,4.9577,9.4379,0.8639,0.0089,0.9088,0.0004
0.4587,0.7917,4.4471,2.2684,0.6960,0.0081,0.4658,0.0000
0.3499,0.6425,4.1790,5.5643,0.9376,0.0130,0.9715,0.2034
0.6564,0.3487,3.4012,6.7695,0.7127,0.0209,0.9314,0.0040
0.4700,0.3688,3.4242,5.9607,0.9789,0.0404,0.8764,0.0050
0.8280,0.4112,2.0692,5.1647,0.5757,0.1165,0.8119,0.0402
0.6069,0.4046,3.1081,7.1288,0.9841,0.1486,0.9652,0.0022
0.4374,0.3368,4.5994,7.7898,0.9496,0.0665,0.9199,0.0003
0.4198,0.3403,4.0888,9.3432,0.9207,0.0833,0.9150,0.0000
0.3834,0.3540,4.4234,6.4738,0.9460,0.0281,0.9282,0.0059
0.8775,0.3508,4.2632,7.3994,0.4218,0.0019,0.8852,0.0017
0.4579,0.4221,2.4051,7.5854,0.9583,0.0720,0.8315,0.0003
0.6543,0.3908,3.9988,8.6145,0.9673,0.2115,0.7821,0.0001
0.3776,0.3619,5.3718,7.6511,0.9005,0.0214,0.9583,0.0006
0.4514,0.3609,3.6304,6.4554,0.7452,0.0139,0.9574,0.0024
0.8954,0.3844,3.3028,8.1194,0.8801,0.3484,0.9583,0.0002
0.4591,0.3388,5.5494,6.7731,0.7539,0.0108,0.9410,0.0007
0.4553,0.3641,4.6169,7.3309,0.7078,0.0037,0.8138,0.0003
0.3898,0.3664,3.5030,5.6302,0.7784,0.0087,0.9447,0.0055
0.5624,0.3322,2.7889,5.6527,0.9799,0.1351,0.8776,0.0028
0.5719,0.3602,3.8721,6.1024,0.9756,0.1493,0.9205,0.0053
0.4800,0.3383,4.0220,5.9865,0.7278,0.0278,0.9042,0.0082
0.4907,0.3845,4.0243,6.0154,0.6975,0.0069,0.7731,0.0035
1.9482,0.3462,0.8210,6.4307,0.1303,0.0057,0.9150,0.0010
2.0425,0.3519,3.4543,5.0664,0.9903,0.7525,0.9472,0.0088
0.4737,0.3359,4.7827,7.7386,0.9671,0.0843,0.8747,0.0003
0.3865,0.3346,5.3101,7.2324,0.9188,0.0523,0.9332,0.0005
0.5577,0.3322,4.0639,6.9272,0.7759,0.1116,0.8980,0.0005
0.3855,0.3547,4.9754,5.9079,0.7946,0.0099,0.9535,0.0023
0.8708,0.3477,3.8648,5.3259,0.5684,0.0259,0.8838,0.0063
0.3839,0.3701,3.7949,7.0942,0.9517,0.0258,0.8357,0.0004
0.7545,0.3482,2.8821,5.2186,0.8918,0.2664,0.9316,0.0156
0.4009,0.3457,5.0592,5.7715,0.9546,0.0111,0.8866,0.0037
0.6165,0.3452,3.0307,6.6734,0.6359,0.0550,0.8866,0.0009
0.4543,0.3332,4.9221,6.1812,0.9785,0.0053,0.8928,0.0015
0.4279,0.3358,3.9558,5.1386,0.9228,0.0553,0.8954,0.0044
0.3913,0.3431,3.5760,6.0537,0.9026,0.0383,0.9443,0.0025
0.4591,0.3508,4.5958,5.2021,0.8603,0.0088,0.8353,0.0041
0.4614,0.3349,5.5741,7.5040,0.8200,0.0023,0.9322,0.0003
0.4240,0.3415,4.7644,7.0580,0.8298,0.0044,0.8787,0.0004
0.4257,0.3448,3.1491,5.9731,0.8841,0.0588,0.9250,0.0021
0.5603,0.3348,3.3382,5.3492,0.6690,0.0236,0.8665,0.0033
0.3980,0.3304,2.6557,5.5391,0.8415,0.0455,0.8943,0.0028
0.4619,0.3280,3.3308,7.1302,0.9734,0.0422,0.8949,0.0005
0.6754,0.3276,3.4172,7.6727,0.9679,0.2379,0.9169,0.0003
1.9173,0.3296,2.1832,5.8923,0.1356,0.0147,0.9076,0.0018
0.3699,0.3369,2.4031,5.3844,0.8883,0.0321,0.9326,0.0041
0.9301,0.3414,2.8564,6.0387,0.9836,0.3800,0.9248,0.0019
0.5527,0.3989,3.8123,6.7913,0.8526,0.1679,0.8102,0.0005
0.4816,0.3413,5.9229,6.5127,0.7723,0.0028,0.9339,0.0007
0.7332,0.3295,4.2488,5.5712,0.5239,0.0022,0.9019,0.0030
0.4636,0.3682,2.8812,4.6152,0.8348,0.0459,0.8475,0.0211
0.4897,0.3312,3.7116,5.7478,0.9889,0.0189,0.9175,0.0035
0.5030,0.3509,3.3708,7.7731,0.9637,0.1004,0.8637,0.0002
0.7115,0.3384,4.7832,7.3067,0.9138,0.2607,0.9307,0.0004
0.5687,0.3428,4.0074,7.9053,0.7368,0.0202,0.8768,0.0002
0.8124,0.3448,3.1118,8.5733,0.5120,0.0170,0.9183,0.0001
0.5894,0.3488,2.1313,6.7608,0.9285,0.1482,0.8551,0.0009
0.4327,0.3387,4.5969,8.1317,0.9566,0.0100,0.9320,0.0001
0.5217,0.3359,3.4238,6.9991,0.9704,0.0710,0.9361,0.0006
0.5049,0.3262,4.1836,9.6970,0.8088,0.0358,0.9081,0.0000
0.5922,0.3364,3.4192,8.7443,0.7261,0.0200,0.8613,0.0001
0.5249,0.3839,2.5284,8.6942,0.6911,0.0519,0.8359,0.0001
0.7079,0.3511,2.5366,5.3153,0.9020,0.2930,0.8236,0.0020
0.4831,0.3638,3.1896,5.7695,0.9033,0.1107,0.9504,0.0024
0.4010,0.3926,4.2921,7.2205,0.9309,0.0318,0.9610,0.0004
0.4412,0.3696,5.0130,8.2057,0.7471,0.0040,0.9358,0.0002
0.4079,0.3350,3.6561,6.4020,0.9392,0.0226,0.9232,0.0018
0.5184,0.3361,2.8414,7.2151,0.8953,0.1056,0.9204,0.0005
0.3917,0.3414,4.7474,8.5491,0.8480,0.0085,0.9254,0.0001
0.5566,0.3596,3.7010,6.3679,0.6197,0.0058,0.8149,0.0006
0.4121,0.3359,2.8426,8.1573,0.9362,0.0522,0.8584,0.0001
0.4886,0.3476,2.9688,6.4014,0.9423,0.1287,0.9051,0.0010
0.7968,0.3699,2.3885,8.5992,0.5096,0.0629,0.9588,0.0003
0.5650,0.3278,3.0802,6.9714,0.8988,0.1957,0.9066,0.0013
0.3728,0.3290,4.3117,8.2108,0.8975,0.0292,0.9102,0.0001
0.6211,0.3403,2.6391,5.6663,0.6693,0.0434,0.8460,0.0022
0.3400,0.3321,4.1141,8.1061,0.8855,0.0088,0.9139,0.0001
0.4786,0.3440,3.1835,7.1460,0.9557,0.0970,0.8443,0.0004
0.4523,0.3524,3.3710,6.4678,0.8793,0.0770,0.9544,0.0014
0.4456,0.3289,3.5564,8.3935,0.7811,0.0335,0.9145,0.0001
0.7048,0.3388,3.5009,6.6012,0.6318,0.0068,0.9334,0.0012
0.4822,0.3296,2.8369,7.2193,0.9683,0.0656,0.9047,0.0004
0.3655,0.3395,4.0340,5.8839,0.9235,0.0266,0.8963,0.0023
0.6925,0.3277,3.3290,8.8291,0.9177,0.2496,0.8876,0.0001
1.7481,0.3328,2.7072,9.8487,0.1481,0.0057,0.9269,0.0000
1.4362,0.3321,2.9744,8.0569,0.9643,0.5888,0.8642,0.0002
0.5944,0.3587,4.7300,8.3377,0.7216,0.0106,0.8307,0.0001
0.4518,0.3660,4.4854,8.2696,0.7874,0.0064,0.9087,0.0001
0.6891,0.3581,2.8443,7.2581,0.5426,0.0109,0.9545,0.0003
0.4762,0.3372,2.6420,8.2736,0.9596,0.0835,0.9186,0.0001
0.6174,0.3326,3.1969,6.5666,0.9424,0.2104,0.8798,0.0010
0.4946,0.3381,3.5791,7.6517,0.8611,0.1348,0.8575,0.0003
0.4988,0.3330,6.5248,6.9896,0.7826,0.0011,0.9070,0.0010
0.3906,0.3311,4.8123,6.6498,0.7793,0.0050,0.9196,0.0011
0.5269,0.3314,3.2683,6.0513,0.6309,0.0102,0.8942,0.0029
0.4507,0.3313,3.4098,7.2915,0.9813,0.0233,0.9141,0.0005
0.5258,0.3360,3.3572,7.7950,0.9777,0.0653,0.9338,0.0002
0.5021,0.3498,3.5495,5.7977,0.9801,0.0666,0.8357,0.0015
0.4574,0.3345,3.6054,7.0251,0.9159,0.0935,0.8960,0.0006
0.4704,0.3460,5.1962,6.3081,0.7457,0.0035,0.8815,0.0013
0.4025,0.3289,6.4273,6.9226,0.9057,0.0012,0.9187,0.0007
0.3909,0.3367,3.5050,6.3345,0.9317,0.0360,0.9307,0.0019
0.4090,0.3339,4.1110,7.6127,0.8245,0.0123,0.9190,0.0007
0.4303,0.3488,3.8022,6.8264,0.9348,0.0311,0.8672,0.0014
0.4113,0.3554,3.3245,7.3301,0.8032,0.0385,0.8477,0.0004
0.7068,0.3581,3.6953,6.2487,0.6333,0.0084,0.9456,0.0016
0.3593,0.3307,3.9638,7.4494,0.8524,0.0164,0.8907,0.0004
0.4228,0.3309,3.3929,6.9279,0.9544,0.0578,0.9237,0.0008
0.7947,0.3272,3.9148,8.3864,0.9885,0.1850,0.8933,0.0001
0.4367,0.3303,3.9450,6.0003,0.8743,0.0819,0.8759,0.0016
0.4150,0.3345,5.5849,9.7908,0.8314,0.0041,0.8542,0.0000
0.4166,0.3267,6.3930,7.7609,0.9006,0.0015,0.8871,0.0004
0.3810,0.3332,4.4579,8.7821,0.8064,0.0072,0.9232,0.0001
0.5963,0.3302,3.2710,7.4086,0.6977,0.0548,0.9167,0.0004
0.4652,0.3377,3.9891,7.4199,0.9402,0.0573,0.8972,0.0004
1.0623,0.3307,3.0673,8.5619,0.6008,0.0175,0.9038,0.0001
0.5525,0.3330,2.6598,9.0283,0.8363,0.1496,0.9149,0.0001
0.9221,0.3295,4.0276,7.8918,0.8774,0.2791,0.9249,0.0002
0.4887,0.3327,3.6540,7.8355,0.9373,0.1072,0.8600,0.0002
0.6990,0.3497,6.3399,7.0527,0.6613,0.0022,0.8221,0.0003
0.3789,0.3433,4.0740,7.4792,0.8418,0.0120,0.9452,0.0004
0.4235,0.3526,4.1753,6.8426,0.8190,0.0097,0.9263,0.0008
0.4302,0.3272,3.4238,7.0980,0.9350,0.0730,0.9042,0.0007
0.6175,0.3345,2.8209,7.0076,0.6213,0.0548,0.9117,0.0006
0.7857,0.3415,3.4098,7.4872,0.9322,0.1926,0.8489,0.0002
0.3901,0.3263,4.9254,8.2797,0.8041,0.0116,0.9120,0.0001
0.6534,0.3290,3.8133,6.2192,0.8106,0.0932,0.8960,0.0031
0.4401,0.3339,4.8954,9.0298,0.8729,0.0074,0.9000,0.0001
0.3765,0.3330,3.6811,8.5791,0.9301,0.0341,0.9311,0.0001
0.3505,0.3277,6.7693,8.3617,0.9519,0.0020,0.9190,0.0001
0.4084,0.3340,5.2522,7.0320,0.8961,0.0038,0.9282,0.0005
0.6168,0.3483,4.2682,8.7011,0.6930,0.0105,0.8484,0.0001
0.5167,0.3375,3.2237,9.6863,0.8790,0.1386,0.8558,0.0000
0.5803,0.3328,3.4449,9.2896,0.8356,0.1181,0.8937,0.0000
0.7261,0.3354,4.0019,6.3339,0.5597,0.0062,0.9135,0.0018
0.5361,0.3299,2.6678,6.2130,0.9417,0.1039,0.9205,0.0020
0.6057,0.3398,3.3198,9.6345,0.9688,0.1318,0.9435,0.0000
0.3857,0.3342,5.0839,9.3223,0.9391,0.0100,0.9300,0.0000
0.3705,0.3337,4.8304,7.5670,0.8551,0.0079,0.8592,0.0003
0.4440,0.3874,3.5779,9.3931,0.8303,0.0535,0.7882,0.0000
0.3935,0.3341,4.6176,9.2811,0.8756,0.0073,0.9149,0.0001
0.4572,0.3322,3.9107,10.0715,0.7330,0.0097,0.9115,0.0000
0.7126,0.3403,3.4555,9.4976,0.9542,0.2162,0.9267,0.0001
0.5074,0.3394,3.6035,6.2170,0.7370,0.0278,0.9371,0.0019
0.6669,0.3374,2.1264,9.7575,0.5857,0.0358,0.8560,0.0000
0.7810,0.3309,2.6798,8.0120,0.9408,0.3075,0.9278,0.0003
0.7275,0.3314,4.3471,8.2484,0.9770,0.2682,0.8771,0.0001
0.7067,0.3451,4.3484,8.6905,0.4968,0.0076,0.9178,0.0001
0.4965,0.3318,3.1089,8.7752,0.8723,0.0354,0.9179,0.0002
0.4058,0.3350,3.1701,8.3983,0.8157,0.0249,0.9008,0.0001
0.3650,0.3369,5.3906,8.4049,0.8774,0.0029,0.9020,0.0001
0.4143,0.3295,4.1052,8.6571,0.9174,0.0107,0.9093,0.0001
0.4188,0.3280,3.0204,8.3508,0.9040,0.0703,0.8886,0.0004
0.5032,0.3350,5.0933,8.8624,0.9886,0.0071,0.9259,0.0001
0.6259,0.3271,3.4613,8.0852,0.7648,0.0227,0.9018,0.0002
0.5243,0.3344,2.7479,9.2277,0.6604,0.0318,0.9009,0.0000
0.6358,0.3339,3.2144,8.6865,0.9094,0.1971,0.8627,0.0001
0.5627,0.3333,3.2592,7.6217,0.9159,0.1542,0.8624,0.0010
0.4167,0.3299,5.0452,8.0986,0.9101,0.0188,0.8794,0.0002
0.3950,0.3289,5.0763,7.1105,0.9460,0.0345,0.9003,0.0004
0.9937,3.1613,3.8659,0.3585,0.4717,0.0102,0.0306,0.0001
0.4127,3.6498,5.6799,7.3445,0.9787,0.0015,0.9975,0.9353
0.6423,0.3353,2.4691,8.4736,0.7539,0.1011,0.9165,0.0016
0.7770,0.4825,2.1681,4.6576,0.6258,0.1615,0.7218,0.0089
0.8122,0.3432,3.1708,4.9534,0.9798,0.2903,0.9334,0.0050
0.4404,0.3695,4.9248,5.1584,0.9422,0.0156,0.9458,0.0076
0.6868,0.3546,2.9763,6.1447,0.6212,0.0338,0.9226,0.0020
0.5029,0.3282,3.1374,6.9411,0.8213,0.0468,0.8993,0.0011
0.4169,0.3477,2.9698,5.4026,0.9081,0.0815,0.8539,0.0069
0.4403,0.4462,3.2848,3.5585,0.9442,0.0770,0.8014,0.0144
0.5549,0.4369,3.5606,6.0015,0.9771,0.1403,0.9835,0.0055
0.8077,0.4007,3.3074,5.7839,0.4517,0.0119,0.9369,0.0570
0.6117,0.3840,2.5321,7.6528,0.8954,0.1738,0.7788,0.0003
0.3952,0.3515,4.5033,8.1082,0.9638,0.0280,0.9314,0.0003
0.9271,0.4694,2.5628,6.4219,0.7184,0.1113,0.7718,0.0005
0.4029,0.4628,3.8028,3.4191,0.8996,0.0457,0.7825,0.0032
0.3814,0.8345,4.2512,6.3736,0.9469,0.0175,0.9985,0.1497
0.4981,0.3719,3.6902,9.6260,0.7578,0.0133,0.9648,0.0004
0.4579,0.3360,2.8162,7.8487,0.7813,0.0651,0.8799,0.0008
0.3922,0.3444,4.2387,7.7278,0.9168,0.0459,0.8672,0.0003
0.6586,0.3298,3.4854,10.4311,0.9801,0.1936,0.9094,0.0000
0.4334,0.3453,4.0687,8.9768,0.8160,0.0542,0.8294,0.0000
0.3636,0.3571,5.1345,8.0163,0.8536,0.0073,0.9363,0.0002
0.4633,0.3269,6.6720,8.8996,0.7295,0.0008,0.8940,0.0001
0.7227,0.3321,2.3217,9.5274,0.6094,0.0307,0.9073,0.0000
0.6107,0.3374,3.6483,7.2111,0.9956,0.0198,0.9222,0.0004
0.7925,0.3738,3.9415,9.3579,0.9303,0.3004,0.9154,0.0001
1.1248,0.4754,2.7889,7.5388,0.3431,0.0158,0.7191,0.0001
0.6908,0.4665,2.0279,4.6949,0.7722,0.1240,0.9890,0.0046
1.1041,0.3388,3.2595,7.5773,0.9922,0.3657,0.9414,0.0003
0.3932,0.3731,5.2523,6.9106,0.8718,0.0106,0.9280,0.0005
0.3769,0.3467,4.0082,6.2570,0.8495,0.0230,0.9347,0.0020
0.4155,0.4126,4.9842,6.1576,0.9067,0.0083,0.8993,0.0016
0.4428,0.3647,4.7537,4.4288,0.9330,0.0172,0.9062,0.0279
1.5059,0.3977,2.2614,5.7878,0.3710,0.0186,0.8358,0.0022
0.3737,0.3737,2.4700,10.6730,0.8315,0.0230,0.7877,0.0000
0.6248,0.5374,3.0901,6.4084,0.9872,0.1559,0.9596,0.1563
0.8276,0.6385,4.0974,9.2167,0.9939,0.2371,0.6632,0.0001
0.4238,0.4954,5.0786,6.1344,0.9024,0.0288,0.6874,0.0002
0.3668,0.4595,6.3329,4.3640,0.9498,0.0038,0.9854,0.0053
0.7785,0.4728,4.6605,9.2524,0.5190,0.0015,0.9893,0.0000
0.5202,0.4445,3.9177,6.0257,0.9799,0.0528,0.9860,0.0028
0.4121,0.3786,3.5351,9.5916,0.9315,0.0629,0.9116,0.0000
0.3924,0.3331,4.9697,6.0577,0.9558,0.0210,0.9221,0.0033
0.5106,0.4611,4.1935,4.4635,0.9890,0.0453,0.7968,0.0388
0.4190,0.3938,5.1010,4.3922,0.7966,0.0046,0.8705,0.0233
0.4913,0.4387,4.6116,3.9062,0.7945,0.0022,0.7736,0.0074
0.6607,0.5004,2.1816,7.4856,0.6827,0.0509,0.9816,0.0003
