Loss_Di,Loss_Dv,Loss_Gi,Loss_Gv,Di_real_mean,Di_fake_mean,Dv_real_mean,Dv_fake_mean
0.8447,0.7528,2.6554,4.0216,0.9016,0.3513,0.9957,0.1722
0.4247,0.7516,4.4962,5.4910,0.9435,0.0572,0.9971,0.1460
0.4884,0.3617,4.0188,6.2287,0.8692,0.0902,0.9241,0.0218
0.4911,0.3751,3.2881,7.5786,0.6775,0.0165,0.9399,0.0045
0.3974,0.7222,3.8802,5.5119,0.9146,0.0542,0.5534,0.0039
0.4383,0.4414,3.4299,3.8901,0.9403,0.0785,0.9704,0.0096
0.4512,0.4698,3.5068,3.6673,0.8113,0.0635,0.9234,0.0276
1.0207,0.4588,2.4669,4.8227,0.5200,0.0112,0.9868,0.0131
0.8455,0.3679,5.5683,5.1010,0.9893,0.2896,0.9491,0.0078
0.3730,0.4802,6.0416,3.8077,0.9093,0.0070,0.7149,0.0236
0.3999,0.4089,5.6337,4.7370,0.9252,0.0508,0.9611,0.0387
0.3761,0.3662,4.8550,4.8677,0.8371,0.0283,0.8805,0.0237
0.7284,0.6093,2.3178,3.9657,0.5145,0.0055,0.6353,0.0743
1.0481,0.4448,8.2014,5.2029,0.9728,0.4472,0.9759,0.0357
0.3617,0.4362,8.3934,5.1491,0.8642,0.0012,0.8589,0.0785
0.5654,0.3684,6.2481,5.2108,0.6261,0.0006,0.8658,0.0107
1.1679,0.3551,1.5666,4.8967,0.3872,0.0961,0.8739,0.0072
1.1802,0.5128,6.3818,2.7662,0.9774,0.4880,0.6428,0.0094
0.4639,0.5892,7.0371,4.3352,0.9707,0.0162,0.9947,0.0562
0.5888,0.8428,5.7383,8.2805,0.6545,0.0008,0.9801,0.3214
0.5248,0.3631,3.9709,9.8634,0.8874,0.0203,0.8068,0.0001
0.5633,1.5318,4.6356,7.2944,0.9335,0.1554,0.3244,0.0000
0.6144,0.5244,3.8281,4.9998,0.7498,0.1278,0.9922,0.0056
0.5957,0.4099,3.1652,3.8949,0.6912,0.0820,0.9626,0.0271
0.4716,1.2199,4.2054,6.8266,0.9540,0.0567,0.9970,0.4207
0.3838,0.5277,3.9149,6.1453,0.8699,0.0436,0.9803,0.1030
0.5143,0.7653,3.3061,4.9117,0.7289,0.0842,0.5064,0.0157
0.7034,0.5194,5.4664,4.1026,0.9291,0.2288,0.6939,0.0058
0.5239,0.4083,4.1344,5.2713,0.7972,0.0444,0.9665,0.0167
0.5546,0.4093,3.9523,4.0875,0.7151,0.1048,0.8775,0.0348
0.8397,0.4786,4.9567,3.8262,0.6101,0.0295,0.9139,0.0263
1.3235,0.4668,6.0644,5.6171,0.9929,0.3084,0.9759,0.0200
0.4939,0.5441,5.1530,3.5743,0.8979,0.0854,0.8127,0.0986
0.3597,0.6982,6.4105,2.5969,0.8866,0.0023,0.8043,0.2032
0.6376,0.7349,4.0462,2.9906,0.6085,0.0173,0.5286,0.0667
0.5399,0.6317,3.1115,4.4708,0.9882,0.0780,0.9944,0.0994
0.4761,0.3620,4.0125,4.8777,0.9157,0.1039,0.9022,0.0333
0.3602,0.3952,4.0896,4.0123,0.8873,0.0268,0.7932,0.0181
1.3214,0.6336,1.1263,3.8551,0.3814,0.0367,0.7661,0.1743
1.1748,0.4815,4.3835,4.7001,0.8872,0.5435,0.9672,0.0598
0.4960,0.4080,4.8247,5.0376,0.8876,0.0276,0.8221,0.0067
0.4424,0.4587,3.8723,3.6534,0.7910,0.0247,0.7056,0.0102
0.4182,0.3851,3.7718,4.3879,0.8343,0.0173,0.9629,0.0093
1.6725,0.5539,0.3301,5.8997,0.2023,0.0356,0.8736,0.1756
1.8118,0.3989,2.8939,5.1006,0.9977,0.5643,0.9351,0.0269
0.5305,0.6592,4.6412,5.4918,0.9613,0.1144,0.6584,0.0010
1.3096,0.5202,3.3551,4.1254,0.4756,0.0831,0.8368,0.1055
0.4877,0.3779,3.7173,4.7598,0.9265,0.1359,0.9190,0.0396
0.7834,0.7533,5.2083,3.9962,0.9016,0.2511,0.6511,0.0055
0.7561,0.4506,4.9186,4.3187,0.5340,0.0287,0.9729,0.0612
0.3670,0.4289,4.6029,6.1957,0.9350,0.0282,0.9509,0.0024
0.3956,0.3699,3.9820,4.8951,0.9012,0.0267,0.9019,0.0088
0.6939,0.4237,2.6512,3.9244,0.6382,0.0684,0.8750,0.0627
0.5832,0.4761,4.1856,4.5743,0.8971,0.1921,0.8118,0.0091
0.4652,0.4047,4.9061,4.7530,0.9465,0.0671,0.9378,0.0138
0.3868,0.4261,4.6957,3.8909,0.8631,0.0504,0.8491,0.0488
0.3938,0.4418,4.0472,4.9811,0.7936,0.0211,0.9652,0.0698
0.4285,0.4497,3.2298,6.9567,0.8022,0.0563,0.7586,0.0006
0.8023,0.7635,4.0670,0.5947,0.6680,0.1659,0.4656,0.0124
0.8925,1.7529,2.4935,10.2447,0.5589,0.1314,0.9842,0.7243
1.3432,0.6615,7.9866,7.7697,0.9831,0.5399,0.6245,0.0029
1.9749,1.0491,5.8921,7.4718,0.3689,0.0052,0.4907,0.0001
0.6250,0.4194,4.2663,6.8121,0.6791,0.0015,0.8876,0.0002
0.3759,0.4663,2.9173,4.0525,0.9309,0.0337,0.9609,0.0392
1.1030,1.2440,1.8570,7.3575,0.6644,0.0583,0.9893,0.3489
1.0811,0.3924,6.1616,7.1679,0.9564,0.5049,0.8493,0.0032
1.5019,0.4663,2.4346,7.2033,0.1956,0.0063,0.7152,0.0002
0.8100,0.3916,3.4169,4.3090,0.9846,0.2776,0.9467,0.0062
0.5174,0.4203,4.5219,3.6381,0.9461,0.1240,0.9097,0.0354
0.3595,0.4428,6.6432,4.3520,0.9462,0.0042,0.9736,0.0205
1.1536,0.3713,1.7948,4.5740,0.3621,0.0023,0.9325,0.0352
0.6134,0.5016,3.2036,4.6782,0.9116,0.2380,0.7595,0.0076
0.5555,0.5607,5.4845,4.1633,0.8856,0.1303,0.6799,0.0215
0.3744,0.3560,5.4271,5.1096,0.8885,0.0177,0.9277,0.0078
0.9942,0.6344,1.4540,2.2104,0.5350,0.0283,0.5791,0.0121
0.7025,1.1638,4.8091,8.0576,0.9407,0.2960,0.9947,0.4061
0.6401,1.0771,4.0902,3.1720,0.6924,0.0147,0.4077,0.0016
0.5181,0.4248,3.0440,4.2276,0.7871,0.1042,0.9465,0.0546
0.4456,0.4909,4.3643,5.0015,0.9261,0.1034,0.9901,0.0071
1.4516,0.4195,1.2840,3.9366,0.3547,0.0585,0.8465,0.0267
1.5457,0.3358,6.3080,5.8444,0.9847,0.6236,0.8564,0.0017
0.8265,0.3607,6.1412,4.8665,0.4408,0.0014,0.8832,0.0049
0.4814,0.4800,3.3530,3.9364,0.7371,0.0412,0.9721,0.0885
1.5842,0.4756,0.7086,5.2101,0.3824,0.0629,0.8298,0.1083
1.1155,0.6365,4.7174,3.5641,0.9726,0.4316,0.5408,0.0037
0.5114,0.7604,4.6648,5.0483,0.7206,0.0225,0.9813,0.2719
0.6924,0.3934,2.2552,5.4638,0.6274,0.0187,0.7656,0.0057
1.4915,0.4681,6.4611,4.6379,0.9951,0.6012,0.6801,0.0024
0.4036,0.7823,7.0638,8.8307,0.8126,0.0035,0.9468,0.3056
0.8085,0.3743,6.7006,8.8213,0.5332,0.0003,0.7836,0.0002
0.3343,0.3529,4.9507,10.7214,0.8856,0.0027,0.9202,0.0000
0.6682,0.5087,1.9040,7.2995,0.6188,0.0348,0.6629,0.0001
0.8457,0.3691,3.7880,6.2847,0.8782,0.3813,0.9297,0.0005
0.6051,0.4522,3.1532,5.7171,0.6541,0.1033,0.9866,0.0041
0.5268,0.3619,3.2874,5.1627,0.8188,0.1446,0.9548,0.0066
0.5043,0.3336,3.1487,7.1383,0.7908,0.1109,0.8734,0.0013
0.3790,0.3283,4.0922,5.7046,0.8395,0.0289,0.9066,0.0020
0.5624,0.3387,3.2676,4.7193,0.8573,0.1500,0.8967,0.0060
0.7787,0.3673,2.4396,3.6378,0.4907,0.0141,0.8501,0.0273
0.9757,0.3708,5.3256,4.9767,0.9323,0.4619,0.9551,0.0094
0.3886,0.4106,6.1214,3.7851,0.8225,0.0174,0.9237,0.0658
0.3573,0.3899,5.1984,6.0889,0.8952,0.0142,0.7669,0.0016
1.6636,0.5289,2.4132,2.5460,0.1683,0.0031,0.6754,0.0388
0.5621,0.8986,1.9130,7.5159,0.9590,0.1204,0.9821,0.3392
0.8828,0.3317,3.5754,7.5633,0.9341,0.2931,0.8724,0.0017
0.8868,1.2394,5.7542,4.2788,0.9929,0.2207,0.3348,0.0009
0.4573,0.4494,5.0186,7.3761,0.8600,0.0303,0.9597,0.0004
1.2535,0.4221,1.9983,5.5002,0.3661,0.0139,0.9671,0.0096
0.8121,0.5728,2.7231,8.0057,0.9697,0.3200,0.9953,0.0003
0.6679,0.5586,5.3162,4.2613,0.8600,0.2225,0.9454,0.1066
0.4014,0.4277,5.5960,7.4981,0.8041,0.0118,0.9405,0.0005
0.4461,0.4829,3.8971,3.8760,0.7221,0.0212,0.9467,0.1258
0.4182,0.4544,3.5944,5.6860,0.8718,0.0780,0.7324,0.0035
0.7468,0.5078,2.7473,7.7963,0.5566,0.0230,0.6953,0.0001
0.9097,0.3809,4.4186,9.0361,0.9350,0.4186,0.9711,0.0001
0.3800,0.5038,5.7697,4.5517,0.9462,0.0309,0.8157,0.0062
0.4511,0.5542,5.5919,3.0345,0.7774,0.0076,0.9660,0.1043
0.8435,0.3678,3.3795,4.5782,0.5384,0.0100,0.9316,0.0252
0.5929,0.4310,2.4500,4.1002,0.8160,0.2001,0.7601,0.0140
0.4483,0.3906,3.6140,3.9453,0.8914,0.1012,0.9087,0.0506
0.4792,0.3682,3.8296,4.4997,0.8094,0.0652,0.9364,0.0277
0.4511,0.4264,4.0597,4.9212,0.8998,0.0739,0.9333,0.0118
0.4709,0.3593,4.2238,4.9535,0.8039,0.0454,0.8889,0.0085
0.5216,0.3887,4.1264,3.8403,0.7903,0.0988,0.8433,0.0201
0.4458,0.3834,3.8209,4.7010,0.7811,0.0658,0.8011,0.0033
0.4372,0.5103,4.3249,4.6702,0.9068,0.1010,0.9705,0.1149
0.4431,0.3555,4.8307,5.9250,0.8030,0.0161,0.8479,0.0053
0.4427,0.5762,5.1852,6.4203,0.9035,0.0724,0.6456,0.0005
0.5194,0.3653,3.4670,6.2183,0.7430,0.0356,0.9363,0.0005
0.4508,0.4569,3.3189,4.7894,0.8205,0.0406,0.9679,0.0646
0.5367,0.5166,3.1283,4.9136,0.8076,0.0865,0.9906,0.0147
0.7570,0.4997,5.0370,4.4654,0.7981,0.2192,0.7513,0.0054
0.7199,0.3855,2.1806,6.4402,0.5071,0.0284,0.8415,0.0036
1.2354,0.3555,7.3816,5.4276,0.9251,0.4823,0.9421,0.0031
2.3815,0.4452,3.4076,4.1654,0.0838,0.0002,0.7845,0.0477
0.7162,0.5628,2.4385,5.1533,0.9979,0.0908,0.9884,0.0840
0.7963,0.3719,5.2290,5.4596,0.9588,0.2600,0.8418,0.0039
0.4570,0.3378,6.0404,5.2881,0.9315,0.0290,0.9257,0.0082
0.3483,0.3513,5.4401,5.4477,0.8426,0.0075,0.9367,0.0086
0.5021,0.3443,3.9904,6.8590,0.7740,0.0087,0.8810,0.0010
0.3834,0.3806,3.6960,7.5231,0.9118,0.0357,0.8207,0.0003
0.7110,0.4055,2.6437,5.5949,0.7240,0.0770,0.9710,0.0033
0.6026,0.4620,4.4918,4.0442,0.8641,0.2148,0.8823,0.1069
0.5074,0.3400,4.1882,5.8482,0.7841,0.0279,0.9123,0.0121
0.8963,0.3350,1.5962,11.1000,0.5481,0.0522,0.8662,0.0000
1.3122,0.3519,5.5401,7.5651,0.9893,0.4808,0.8660,0.0004
1.1928,0.3649,4.2137,10.5192,0.5981,0.0161,0.8607,0.0000
0.3845,0.4198,3.5213,7.1834,0.8686,0.0249,0.7594,0.0003
0.4221,0.3696,3.4607,3.9756,0.9085,0.0450,0.8093,0.0100
0.5742,0.5592,3.9106,3.6674,0.9584,0.1563,0.9873,0.0931
0.3595,0.3338,4.8841,7.5992,0.9439,0.0186,0.9232,0.0003
0.5743,0.3606,3.3952,4.4238,0.6289,0.0072,0.8520,0.0087
0.5438,0.3633,1.6799,4.3689,0.6692,0.0487,0.9493,0.0146
0.5495,0.3647,3.2251,4.6495,0.9517,0.1227,0.8471,0.0217
0.4063,0.3946,3.5313,5.5775,0.8784,0.0673,0.8845,0.0398
0.7575,0.3951,1.7975,5.6188,0.5824,0.0717,0.9642,0.0121
0.4169,0.3602,3.1500,4.9875,0.9435,0.0405,0.8241,0.0113
0.4860,0.4428,3.3999,8.3906,0.8708,0.0502,0.7179,0.0001
0.5125,1.8910,4.0331,11.9973,0.9696,0.1106,0.9785,0.7613
0.6299,5.9466,2.9681,5.2596,0.6005,0.0244,0.0017,0.0000
0.7186,1.0990,3.4094,1.5368,0.8720,0.2350,0.3753,0.0132
0.6923,0.8626,3.5667,2.5974,0.6828,0.1408,0.9724,0.2566
0.3936,0.6368,3.9028,3.5630,0.8225,0.0419,0.9833,0.1511
0.4208,0.4348,3.7289,3.8997,0.8860,0.0631,0.9287,0.0528
0.4502,0.4031,4.6897,4.7368,0.9495,0.0970,0.9631,0.0231
1.2702,0.4150,1.2016,4.5671,0.4296,0.0248,0.8558,0.0177
0.6526,1.0356,2.5588,2.8212,0.8290,0.2286,0.4520,0.0076
0.8855,0.4739,3.2440,2.3195,0.7175,0.1282,0.9204,0.0959
0.7002,1.0727,5.1311,5.6516,0.8499,0.2470,0.9793,0.4526
0.4619,0.4905,6.6611,7.6340,0.9602,0.0098,0.8320,0.0017
0.3752,0.7554,5.9405,4.9869,0.8106,0.0040,0.5347,0.0007
0.5791,0.3626,3.0956,2.9866,0.6297,0.0290,0.9295,0.0253
0.3848,0.6654,2.8108,2.9278,0.8859,0.0552,0.9326,0.2470
0.6845,0.3758,4.7971,6.7106,0.9765,0.2087,0.8544,0.0097
0.3560,0.3625,5.8749,4.7998,0.9172,0.0231,0.9140,0.0094
0.8763,0.4242,3.3071,3.9374,0.5479,0.0136,0.8100,0.0448
0.4867,0.4773,3.4611,3.5370,0.9814,0.0419,0.8478,0.0637
0.4628,0.4613,3.8374,3.3954,0.8675,0.1074,0.8013,0.0877
0.4316,0.3787,4.2855,4.7311,0.8785,0.0940,0.7939,0.0054
1.0848,0.3619,1.0233,3.9718,0.3783,0.0382,0.8859,0.0202
1.3586,0.5970,7.2096,4.3666,0.8850,0.6202,0.8814,0.1759
0.3679,0.4202,8.2400,5.0806,0.8534,0.0025,0.9657,0.0411
1.4239,0.4158,5.8625,5.0914,0.3652,0.0003,0.7563,0.0104
0.6111,1.0956,1.9678,1.9340,0.6841,0.1155,0.3837,0.0066
1.1654,1.5072,5.1998,5.2411,0.7642,0.3353,0.9191,0.6068
0.4367,0.4997,5.8974,7.1254,0.9752,0.0207,0.9911,0.0067
0.4146,0.3674,4.6465,6.5178,0.8304,0.0129,0.9362,0.0020
0.4130,0.5539,4.2869,5.0353,0.9293,0.0296,0.7065,0.0032
0.6839,0.3391,4.4521,6.3826,0.7207,0.1513,0.8807,0.0009
0.9716,0.3403,1.4060,8.0232,0.5405,0.0772,0.8526,0.0001
1.0005,0.3540,6.5825,4.3672,0.9744,0.4170,0.9350,0.0093
0.6393,0.4221,4.2819,4.8834,0.6480,0.0079,0.7902,0.0045
0.4232,0.4076,2.9939,5.1268,0.8790,0.0875,0.9714,0.0049
0.6772,0.4297,5.7105,6.3831,0.8894,0.2009,0.9820,0.0014
0.8798,0.6241,4.5133,5.1872,0.5551,0.0030,0.6143,0.0018
0.3847,0.3776,3.3582,3.5284,0.8748,0.0153,0.9574,0.0186
0.4952,0.4327,3.5369,3.8989,0.9524,0.0368,0.9672,0.0288
0.4592,0.3951,4.3199,4.2120,0.9362,0.1056,0.9220,0.0186
0.3846,0.4673,4.3850,4.2314,0.8351,0.0207,0.9565,0.0774
0.5504,0.4141,2.6876,4.2775,0.6823,0.0198,0.7900,0.0188
0.5072,0.6289,3.6351,5.6267,0.9607,0.1052,0.9011,0.2392
0.7193,0.9020,1.6813,5.4369,0.6155,0.0370,0.5129,0.0007
0.8355,0.3305,5.6118,7.9342,0.9496,0.3724,0.8850,0.0001
0.5482,0.3776,5.9545,3.7679,0.6646,0.0020,0.9164,0.0270
0.5616,0.3935,2.9626,4.8790,0.6807,0.0039,0.9710,0.0086
0.7290,0.3484,4.1472,6.9705,0.9880,0.2326,0.9498,0.0006
0.3536,0.5909,5.3086,4.5772,0.8400,0.0085,0.9159,0.2178
0.4108,0.6458,5.5126,4.4202,0.8627,0.0035,0.5451,0.0092
0.3570,0.3411,5.1981,5.9641,0.9423,0.0055,0.8504,0.0017
0.9695,0.3951,0.5802,4.5933,0.3883,0.0205,0.9721,0.0105
1.5138,0.3426,5.6133,6.4773,0.9865,0.6500,0.9315,0.0029
0.4286,0.4034,8.0250,5.1684,0.9699,0.0082,0.9749,0.0097
0.3923,0.3344,8.4907,5.6908,0.8089,0.0003,0.9075,0.0062
1.9715,0.4006,2.8012,4.3544,0.1301,0.0001,0.8988,0.0619
1.1420,1.6123,2.2860,1.3068,0.9984,0.3324,0.2007,0.0033
0.5733,0.8262,4.0263,4.8650,0.9057,0.1434,0.9480,0.3244
0.4112,0.4413,4.7957,4.8190,0.8858,0.0349,0.9269,0.0940
0.4040,0.3664,4.8593,7.6517,0.9461,0.0151,0.9227,0.0006
0.6363,1.1434,2.8367,3.2678,0.6214,0.0216,0.3955,0.0013
0.4849,0.5178,3.3589,3.7273,0.9673,0.0584,0.9749,0.1042
0.6004,0.4507,3.1997,7.4451,0.7834,0.0683,0.9840,0.0012
0.5191,0.7741,3.9614,5.5822,0.9142,0.0873,0.9906,0.2412
0.4756,0.3378,3.8160,6.9653,0.8386,0.0919,0.8783,0.0066
0.5246,0.3714,4.0275,7.0339,0.8158,0.0230,0.8030,0.0006
0.4111,0.3742,3.7424,7.1149,0.8495,0.0613,0.7980,0.0005
0.7208,0.4813,1.5351,4.1766,0.5144,0.0096,0.6748,0.0011
1.5328,0.4602,7.1286,3.8681,0.9467,0.5919,0.9829,0.0233
1.0436,0.4896,5.7304,4.7029,0.3669,0.0008,0.9825,0.0636
0.4742,0.3777,3.0829,6.5060,0.7057,0.0045,0.9590,0.0048
0.6935,0.3425,3.7101,6.3159,0.9903,0.1743,0.9275,0.0022
0.6036,0.6200,5.3681,4.1145,0.9512,0.1835,0.5966,0.0014
0.4019,0.6230,6.7376,6.3703,0.8198,0.0024,0.6296,0.0003
0.3715,0.8246,6.0094,3.8887,0.8242,0.0015,0.9899,0.2754
0.6913,0.5449,3.5157,5.2445,0.5808,0.0025,0.9237,0.1698
0.4413,0.4620,3.2202,5.5475,0.8841,0.0460,0.7285,0.0038
0.5067,0.3605,4.4942,6.9847,0.9626,0.1156,0.9451,0.0007
2.7526,2.0408,0.3784,2.6908,0.0500,0.0237,0.1069,0.0020
4.1119,0.6820,5.0730,2.9087,0.9991,0.9646,0.9985,0.0279
0.4145,1.9240,5.7780,11.1935,0.7869,0.0278,0.9971,0.6256
0.3539,7.1945,5.4258,4.0682,0.8607,0.0075,0.0004,0.0000
0.9408,0.4519,2.4885,1.1393,0.4550,0.0224,0.8212,0.0553
0.6607,0.9126,3.2449,4.1044,0.9741,0.1981,0.9945,0.3062
0.4758,0.5206,4.2656,3.7513,0.9818,0.0553,0.7850,0.0984
0.4960,0.3532,3.9140,5.2325,0.7755,0.0290,0.8349,0.0064
0.5166,0.4004,3.2308,4.3412,0.9082,0.0726,0.9620,0.0156
0.4310,0.4542,3.6003,5.0606,0.7384,0.0231,0.6986,0.0020
0.6223,0.3681,3.0515,4.0835,0.7163,0.0543,0.8416,0.0083
0.5560,0.5074,3.5759,3.5029,0.9507,0.1272,0.9870,0.0257
0.4328,0.3709,3.8014,4.3691,0.8538,0.0431,0.9558,0.0170
0.4275,0.4459,3.6489,2.8877,0.9313,0.0685,0.8195,0.0502
0.4809,0.4689,3.4149,3.4271,0.7607,0.0394,0.9792,0.0595
0.4265,0.4395,3.6990,3.9342,0.9480,0.0635,0.9743,0.0422
0.5919,0.4691,2.8034,3.9592,0.6871,0.0728,0.9122,0.1300
0.4819,0.8903,3.7464,3.8563,0.9378,0.0868,0.4807,0.0060
0.4219,0.3840,4.3307,3.7041,0.8860,0.0378,0.9415,0.0147
0.5233,0.4756,4.1725,2.6895,0.9347,0.0489,0.7938,0.0365
2.2839,0.3978,0.5377,3.2356,0.2088,0.0178,0.9401,0.0500
1.9281,0.8779,6.5854,5.8745,0.9953,0.7430,0.9883,0.3361
0.6427,0.3797,5.8173,7.3369,0.5958,0.0169,0.7790,0.0012
0.3938,0.3296,4.3093,6.0946,0.9150,0.0206,0.8900,0.0027
0.3564,0.6075,4.2475,5.1429,0.8497,0.0107,0.6210,0.0014
0.5971,0.4035,3.1006,3.8012,0.9312,0.1755,0.9739,0.0132
0.5868,0.4855,3.4780,3.4991,0.7270,0.0772,0.9467,0.0820
0.5001,0.3783,3.1332,5.7330,0.7833,0.0500,0.8736,0.0030
0.5359,0.3757,3.5903,5.8212,0.9339,0.1557,0.8829,0.0017
0.4656,0.3375,3.7712,4.4945,0.8652,0.1007,0.9138,0.0096
4.0131,1.1151,0.8018,0.4495,0.0229,0.0114,0.3768,0.0893
1.2054,1.7729,3.7149,5.5807,0.9288,0.5669,0.9955,0.6972
1.1582,0.8324,1.9895,4.2125,0.3215,0.0559,0.4558,0.0105
0.7163,0.3626,3.1982,6.5090,0.9693,0.2464,0.9614,0.0010
0.5780,0.4631,4.0608,3.8565,0.9665,0.1476,0.9519,0.0756
0.9636,0.3319,2.4757,7.3291,0.4768,0.0239,0.8693,0.0004
0.5181,0.3573,2.8048,5.9099,0.9537,0.1274,0.8544,0.0014
0.4738,0.5129,3.4790,5.7470,0.9132,0.0922,0.6443,0.0004
0.4309,0.5111,4.1215,2.5422,0.9663,0.0410,0.9795,0.0679
0.6777,0.4079,2.4096,4.5165,0.5262,0.0140,0.9766,0.0094
0.6171,0.4892,2.5476,3.4607,0.8914,0.2435,0.9491,0.1074
1.8732,0.4098,0.3507,5.3840,0.2592,0.1043,0.7384,0.0026
2.9152,0.3640,2.9254,3.9010,0.9326,0.8806,0.8435,0.0211
0.4520,0.4427,4.8448,4.0372,0.7527,0.0442,0.9743,0.0235
0.5765,0.4670,3.9780,3.9677,0.6444,0.0143,0.9758,0.0631
0.5303,0.5274,3.0317,5.3075,0.7360,0.0279,0.6570,0.0029
0.4238,0.3632,2.9169,4.6996,0.9061,0.0575,0.9561,0.0071
0.7161,0.3572,2.1662,5.0439,0.7427,0.1442,0.8921,0.0046
0.7383,0.6469,2.5422,4.4092,0.7963,0.1997,0.9092,0.2455
0.6387,0.3592,2.5224,6.4750,0.5632,0.0370,0.8190,0.0016
0.3998,0.3588,3.3535,4.1422,0.9622,0.0277,0.8782,0.0143
0.8597,0.6844,1.1888,3.3890,0.4691,0.0758,0.5385,0.0007
1.0936,1.4292,3.8712,4.0385,0.9844,0.4311,0.8795,0.6068
1.0538,1.6574,4.9280,5.4911,0.9073,0.4772,0.1910,0.0004
0.5090,0.4970,7.3156,1.8457,0.7647,0.0011,0.9169,0.1465
1.1666,0.5058,4.9171,2.9243,0.4152,0.0005,0.9747,0.1060
0.3944,1.0066,3.8338,5.2175,0.9429,0.0087,0.9364,0.4834
0.4679,1.4971,2.8691,3.5244,0.8184,0.0292,0.2005,0.0075
0.7137,0.3851,3.2980,2.9832,0.9794,0.2398,0.8957,0.0414
0.4815,0.4766,4.5198,3.2268,0.9841,0.0386,0.8040,0.0886
0.3808,0.3982,4.6886,4.0486,0.8801,0.0145,0.9519,0.0485
0.3922,0.3798,4.9070,5.0685,0.8100,0.0051,0.9355,0.0169
0.4097,0.3934,2.9730,3.8249,0.8917,0.0699,0.8870,0.0588
0.5503,0.4038,2.6540,3.8253,0.6977,0.0797,0.8364,0.0371
1.5313,0.6307,2.3959,4.3324,0.5041,0.4083,0.7433,0.1654
0.4627,0.4174,3.3903,6.3208,0.9179,0.0825,0.7709,0.0013
0.8423,0.3289,3.9317,6.6552,0.8777,0.3254,0.9064,0.0031
0.9258,0.4010,4.4550,4.9773,0.4685,0.0018,0.7552,0.0021
0.4809,1.1528,3.0167,7.4980,0.8566,0.0820,0.8939,0.5188
0.5368,0.5066,3.1411,6.8205,0.8725,0.1045,0.6485,0.0003
0.4363,0.6562,4.4514,4.3142,0.9503,0.0406,0.5598,0.0007
0.3751,0.5004,3.7433,1.4087,0.8369,0.0271,0.7771,0.0920
0.3723,0.5280,4.3446,3.4909,0.9409,0.0155,0.9906,0.0293
0.4099,1.6996,3.4461,9.0155,0.8031,0.0334,0.9881,0.6498
0.4447,1.6409,3.3758,8.0123,0.8714,0.0824,0.3862,0.0002
0.7413,0.9803,5.5031,5.1759,0.8458,0.3007,0.6418,0.0029
1.1126,0.3956,2.4642,2.5411,0.3130,0.0123,0.9365,0.0487
0.9075,0.4559,3.0466,3.9843,0.7401,0.3259,0.9794,0.0236
0.5611,0.6350,3.2446,5.1465,0.6540,0.0135,0.9848,0.1741
0.5850,0.3838,3.8826,6.9728,0.9365,0.2061,0.9668,0.0012
0.4389,0.4907,4.8382,4.8152,0.9087,0.0500,0.6847,0.0065
0.5585,0.3346,3.4296,7.9269,0.7305,0.0348,0.8941,0.0002
1.0462,0.7153,3.7285,4.6834,0.5712,0.3074,0.5849,0.0017
0.6768,0.7115,4.0571,2.6040,0.7855,0.1900,0.9975,0.0981
0.5421,0.4734,4.3448,3.8153,0.6732,0.0182,0.9058,0.0706
0.5279,0.5118,4.6692,4.2265,0.8902,0.1052,0.9860,0.0438
0.3775,0.3577,5.7308,5.6699,0.8370,0.0058,0.9547,0.0056
0.4789,0.3887,3.3497,5.8630,0.8277,0.0250,0.8297,0.0040
0.3794,0.3843,4.1488,4.2728,0.9124,0.0216,0.8020,0.0130
0.4408,0.3725,4.2100,4.9701,0.9118,0.0835,0.9020,0.0061
0.5788,0.3661,4.4933,3.6310,0.8062,0.1033,0.9095,0.0245
0.3363,0.4113,5.0959,5.1513,0.8749,0.0061,0.9778,0.0051
1.1463,0.3708,6.7454,4.7633,0.8555,0.4184,0.8278,0.0096
1.6065,0.8732,2.6028,2.8961,0.1843,0.0053,0.4465,0.0078
1.0706,0.4822,4.8009,3.2010,0.9298,0.4561,0.9279,0.1133
0.3820,0.4179,4.2837,3.5412,0.8284,0.0303,0.9400,0.0562
0.4386,0.8891,5.1205,4.1601,0.8848,0.0567,0.9790,0.3051
0.8763,0.3817,2.8234,6.0011,0.5081,0.0106,0.9164,0.0041
0.8163,0.3859,3.3941,6.8442,0.9359,0.2926,0.8621,0.0008
0.4725,0.3906,4.4399,7.5401,0.9373,0.1243,0.9680,0.0004
0.5376,0.5983,4.0826,6.4500,0.8564,0.1518,0.6493,0.0005
1.2234,1.0581,2.6543,1.9679,0.4599,0.1010,0.3379,0.0099
0.8575,0.4815,2.9295,4.2306,0.6974,0.2059,0.9888,0.0083
0.6469,1.2064,3.8461,5.3747,0.7485,0.1738,0.9751,0.5243
5.2083,2.8956,1.0442,0.7776,0.0187,0.0040,0.0774,0.0022
3.0481,1.4888,2.1882,4.1579,0.6581,0.7463,0.9756,0.5556
2.1616,0.5274,4.8950,4.4503,0.9853,0.6416,0.9496,0.1398
1.9006,0.3988,3.7813,4.9182,0.3313,0.0174,0.7762,0.0092
2.0328,0.3319,1.6092,6.9020,0.2613,0.1279,0.8914,0.0008
2.9423,0.6465,3.1961,2.8372,0.9544,0.9071,0.7392,0.1958
0.4721,0.5062,4.2748,3.2813,0.8327,0.1058,0.7814,0.0936
1.4473,0.4051,3.6791,3.6286,0.2916,0.0022,0.8465,0.0523
